,Nodes
91967,273495
91968,192598
91969,119615
91970,123987
91971,12532
91972,171410
91973,223956
91974,204064
91975,22316
91976,167722
91977,255917
91978,268904
91979,96095
91980,166616
91981,116188
91982,105373
91983,53454
91984,63540
91985,267965
91986,59355
91987,65578
91988,269723
91989,116192
91990,85618
91991,113248
91992,2330
91993,215279
91994,217042
91995,30282
91996,276265
91997,108134
91998,37708
91999,112274
92000,178617
92001,233016
92002,76161
92003,141240
92004,245150
92005,30745
92006,2888
92007,55533
92008,230478
92009,152401
92010,46469
92011,101450
92012,127005
92013,19036
92014,64073
92015,90901
92016,188000
92017,104599
92018,26337
92019,229006
92020,264176
92021,219405
92022,6641
92023,27426
92024,165432
92025,136608
92026,274892
92027,23344
92028,111996
92029,178523
92030,70768
92031,128704
92032,151142
92033,242924
92034,15196
92035,121135
92036,135080
92037,49105
92038,144805
92039,210704
92040,70120
92041,243548
92042,211913
92043,207765
92044,18730
92045,216224
92046,7916
92047,182817
92048,211088
92049,194691
92050,273022
92051,181191
92052,131863
92053,38237
92054,258989
92055,273641
92056,256921
92057,57203
92058,75764
92059,54900
92060,35778
92061,115678
92062,138638
92063,25036
92064,236410
92065,13605
92066,217189
92067,4827
92068,108068
92069,53437
92070,138182
92071,207397
92072,62448
92073,247434
92074,153147
92075,30408
92076,78804
92077,147749
92078,126212
92079,24512
92080,105801
92081,112360
92082,103060
92083,182005
92084,204657
92085,84634
92086,40776
92087,133563
92088,176180
92089,260890
92090,128689
92091,66007
92092,267601
92093,89043
92094,93638
92095,142651
92096,113376
92097,67486
92098,210065
92099,140292
92100,177633
92101,195090
92102,71553
92103,69243
92104,107589
92105,75796
92106,137893
92107,203955
92108,89038
92109,262877
92110,231258
92111,42783
92112,54160
92113,163887
92114,223558
92115,235023
92116,778
92117,20018
92118,35433
92119,248536
92120,89843
92121,234482
92122,250325
92123,184015
92124,35520
92125,163252
92126,153296
92127,279156
92128,124999
92129,136052
92130,277958
92131,50519
92132,137242
92133,85130
92134,244445
92135,49259
92136,74775
92137,221397
92138,53574
92139,91303
92140,56191
92141,207392
92142,220941
92143,97332
92144,158870
92145,29968
92146,184220
92147,123276
92148,55435
92149,207475
92150,142432
92151,280826
92152,77926
92153,34879
92154,133889
92155,75235
92156,246623
92157,71135
92158,272507
92159,127378
92160,242976
92161,140046
92162,99447
92163,109078
92164,216107
92165,168008
92166,195057
92167,118885
92168,123349
92169,23791
92170,57013
92171,137553
92172,20991
92173,114127
92174,96518
92175,150121
92176,82461
92177,236290
92178,174694
92179,89915
92180,59015
92181,62067
92182,177188
92183,271706
92184,211596
92185,182330
92186,53425
92187,105964
92188,141660
92189,38421
92190,225392
92191,89480
92192,143672
92193,237624
92194,184875
92195,209939
92196,234302
92197,252695
92198,177858
92199,277643
92200,156585
92201,16270
92202,84699
92203,248396
92204,50245
92205,125989
92206,90977
92207,59680
92208,230905
92209,229114
92210,62853
92211,147607
92212,64627
92213,217973
92214,22848
92215,89251
92216,161800
92217,47036
92218,137827
92219,126033
92220,88147
92221,178746
92222,234082
92223,140902
92224,95763
92225,276459
92226,111741
92227,78588
92228,261188
92229,78192
92230,147824
92231,473
92232,112697
92233,259041
92234,121098
92235,154829
92236,177712
92237,178679
92238,198563
92239,39605
92240,46034
92241,1133
92242,268378
92243,76362
92244,12355
92245,265259
92246,182781
92247,217916
92248,240096
92249,38091
92250,192249
92251,73608
92252,256895
92253,237463
92254,200904
92255,167720
92256,50428
92257,54819
92258,273075
92259,68632
92260,173283
92261,144267
92262,56423
92263,186313
92264,168429
92265,139845
92266,193628
92267,243930
92268,28735
92269,142986
92270,34239
92271,5178
92272,214105
92273,137086
92274,125151
92275,33953
92276,279188
92277,130316
92278,130279
92279,201883
92280,65019
92281,83081
92282,252011
92283,186201
92284,63390
92285,138577
92286,228701
92287,177363
92288,80386
92289,45558
92290,64721
92291,206624
92292,86068
92293,163917
92294,22087
92295,1281
92296,229834
92297,58458
92298,210544
92299,182427
92300,254614
92301,59719
92302,115512
92303,192807
92304,53685
92305,111871
92306,212829
92307,133206
92308,58049
92309,73477
92310,272994
92311,29237
92312,54642
92313,221032
92314,134379
92315,87046
92316,211326
92317,189021
92318,188020
92319,114364
92320,202976
92321,120690
92322,41113
92323,116832
92324,199795
92325,21918
92326,102029
92327,98371
92328,107911
92329,175812
92330,45700
92331,257475
92332,187060
92333,169670
92334,55508
92335,237815
92336,14756
92337,251611
92338,279673
92339,237880
92340,176096
92341,113505
92342,53353
92343,183305
92344,200736
92345,111431
92346,87108
92347,26245
92348,269336
92349,62612
92350,100644
92351,23328
92352,62944
92353,264733
92354,230338
92355,96197
92356,58378
92357,180871
92358,237204
92359,68410
92360,104905
92361,215751
92362,133608
92363,236612
92364,67250
92365,36393
92366,36748
92367,22249
92368,234886
92369,42576
92370,84700
92371,234019
92372,19076
92373,94812
92374,276082
92375,28523
92376,140481
92377,202938
92378,92177
92379,156684
92380,22431
92381,130521
92382,63354
92383,46297
92384,170769
92385,12399
92386,177056
92387,270405
92388,110441
92389,268636
92390,203806
92391,110508
92392,84697
92393,186222
92394,266210
92395,53759
92396,205124
92397,170750
92398,157862
92399,149702
92400,15845
92401,270746
92402,259505
92403,243167
92404,107034
92405,34573
92406,117816
92407,181124
92408,59771
92409,129167
92410,26302
92411,87777
92412,245531
92413,229986
92414,64925
92415,221084
92416,208895
92417,80023
92418,271045
92419,144124
92420,35189
92421,28814
92422,60590
92423,69705
92424,126931
92425,9613
92426,15551
92427,137703
92428,208275
92429,281171
92430,267728
92431,69348
92432,234845
92433,41316
92434,202395
92435,40804
92436,100292
92437,251916
92438,83134
92439,98575
92440,185592
92441,133067
92442,45939
92443,186944
92444,263232
92445,10969
92446,277691
92447,174436
92448,185542
92449,262513
92450,43477
92451,14191
92452,218683
92453,128482
92454,144753
92455,84685
92456,185567
92457,78760
92458,176479
92459,26155
92460,147224
92461,159691
92462,115279
92463,233202
92464,108239
92465,203339
92466,78423
92467,142042
92468,117900
92469,36887
92470,240511
92471,254439
92472,157341
92473,74486
92474,53224
92475,51088
92476,115336
92477,119838
92478,136652
92479,36250
92480,161832
92481,221829
92482,166705
92483,170077
92484,162139
92485,190911
92486,217706
92487,50781
92488,226996
92489,180646
92490,229175
92491,167161
92492,1704
92493,269707
92494,221698
92495,35731
92496,136234
92497,57859
92498,114271
92499,117928
92500,36163
92501,120958
92502,83722
92503,27771
92504,196035
92505,37019
92506,187823
92507,50510
92508,29318
92509,35982
92510,66952
92511,94690
92512,235736
92513,125613
92514,219676
92515,238668
92516,218334
92517,188768
92518,243119
92519,280799
92520,118745
92521,238877
92522,206703
92523,144436
92524,246678
92525,243807
92526,267347
92527,49486
92528,67863
92529,48003
92530,168445
92531,12959
92532,246720
92533,79472
92534,233495
92535,247841
92536,212600
92537,222028
92538,189735
92539,57708
92540,240559
92541,69074
92542,80930
92543,23847
92544,639
92545,193439
92546,255781
92547,177035
92548,221604
92549,212700
92550,35107
92551,262371
92552,17958
92553,215509
92554,15417
92555,25967
92556,152847
92557,195441
92558,258941
92559,177618
92560,154268
92561,226833
92562,103152
92563,130220
92564,279500
92565,32490
92566,228526
92567,67301
92568,3282
92569,209698
92570,240979
92571,140460
92572,129667
92573,258140
92574,9158
92575,103961
92576,189456
92577,115480
92578,238140
92579,217110
92580,9666
92581,22050
92582,178135
92583,105127
92584,83467
92585,95444
92586,58736
92587,68223
92588,96307
92589,24287
92590,159030
92591,235626
92592,248593
92593,81601
92594,25287
92595,195992
92596,56002
92597,8025
92598,90808
92599,217327
92600,28176
92601,43813
92602,83894
92603,16204
92604,239607
92605,144508
92606,192573
92607,102288
92608,91386
92609,83126
92610,223040
92611,7565
92612,61819
92613,99563
92614,182356
92615,258838
92616,43155
92617,215923
92618,35056
92619,244012
92620,24104
92621,123241
92622,223848
92623,78512
92624,98440
92625,54770
92626,144406
92627,181936
92628,272181
92629,49185
92630,36852
92631,158483
92632,81725
92633,82727
92634,124661
92635,48969
92636,109389
92637,121660
92638,6968
92639,280823
92640,131802
92641,662
92642,4943
92643,133515
92644,107938
92645,232558
92646,134108
92647,83716
92648,24798
92649,187215
92650,157707
92651,90337
92652,222047
92653,78846
92654,72033
92655,51941
92656,156862
92657,150745
92658,168957
92659,95910
92660,15187
92661,141346
92662,21515
92663,237915
92664,246425
92665,164628
92666,175370
92667,163803
92668,85329
92669,239301
92670,165306
92671,195329
92672,238326
92673,13968
92674,100045
92675,182607
92676,74840
92677,227859
92678,171145
92679,154904
92680,236733
92681,23692
92682,207731
92683,255538
92684,115843
92685,30802
92686,70040
92687,206151
92688,43015
92689,205623
92690,90432
92691,6717
92692,262810
92693,235300
92694,233825
92695,98452
92696,143322
92697,5506
92698,82468
92699,122521
92700,109935
92701,237514
92702,201914
92703,100280
92704,12661
92705,4984
92706,198490
92707,66418
92708,275386
92709,37416
92710,144415
92711,152049
92712,214230
92713,249981
92714,256007
92715,140001
92716,15604
92717,220486
92718,76146
92719,157498
92720,216638
92721,227270
92722,63263
92723,142322
92724,114200
92725,89450
92726,166842
92727,123010
92728,148365
92729,81422
92730,115815
92731,46938
92732,15464
92733,33807
92734,91203
92735,176806
92736,222098
92737,208665
92738,246329
92739,257909
92740,143367
92741,46489
92742,128325
92743,148183
92744,157165
92745,81441
92746,249086
92747,133629
92748,203865
92749,260463
92750,22052
92751,248668
92752,166335
92753,79060
92754,118566
92755,239646
92756,22453
92757,266668
92758,81493
92759,214962
92760,55540
92761,26751
92762,22340
92763,40412
92764,90943
92765,270768
92766,171349
92767,91149
92768,181991
92769,219092
92770,255868
92771,249272
92772,249566
92773,199149
92774,115384
92775,3896
92776,174354
92777,238239
92778,250942
92779,281475
92780,33838
92781,247789
92782,67604
92783,101382
92784,73115
92785,38350
92786,95410
92787,137253
92788,184489
92789,15522
92790,165972
92791,86985
92792,246860
92793,164591
92794,153510
92795,216043
92796,62793
92797,120995
92798,273438
92799,122149
92800,52130
92801,154221
92802,53701
92803,10539
92804,83761
92805,117139
92806,162416
92807,43850
92808,256730
92809,202849
92810,245529
92811,183751
92812,153896
92813,100852
92814,207754
92815,100476
92816,160332
92817,8504
92818,207340
92819,193511
92820,183298
92821,199440
92822,136248
92823,158435
92824,253193
92825,140171
92826,215199
92827,41044
92828,120821
92829,217266
92830,246535
92831,194049
92832,162848
92833,151519
92834,105156
92835,167971
92836,178728
92837,219979
92838,133771
92839,85181
92840,224241
92841,241525
92842,269752
92843,76960
92844,204241
92845,36737
92846,226457
92847,88291
92848,156784
92849,173682
92850,97379
92851,127977
92852,123844
92853,12593
92854,122818
92855,143597
92856,206606
92857,10520
92858,154837
92859,116126
92860,274590
92861,148044
92862,166854
92863,167495
92864,185918
92865,7880
92866,186564
92867,189804
92868,27225
92869,76207
92870,9496
92871,129061
92872,9636
92873,28480
92874,47411
92875,221252
92876,93913
92877,193406
92878,280668
92879,33486
92880,50169
92881,1138
92882,73274
92883,112708
92884,144892
92885,209255
92886,99824
92887,112266
92888,18534
92889,15843
92890,164720
92891,241595
92892,251880
92893,221171
92894,228623
92895,12415
92896,106870
92897,119243
92898,136044
92899,273604
92900,237639
92901,26836
92902,61785
92903,133554
92904,95455
92905,139939
92906,134887
92907,181855
92908,188216
92909,80297
92910,228832
92911,58474
92912,274693
92913,203617
92914,15037
92915,20060
92916,243463
92917,277116
92918,21425
92919,30243
92920,172583
92921,25223
92922,30056
92923,20835
92924,77548
92925,83421
92926,272922
92927,109073
92928,158005
92929,140081
92930,252973
92931,88713
92932,35849
92933,183559
92934,77289
92935,46660
92936,193069
92937,96666
92938,265742
92939,97151
92940,26050
92941,129669
92942,122884
92943,169129
92944,55897
92945,72124
92946,224050
92947,96117
92948,13921
92949,190439
92950,47699
92951,207170
92952,92453
92953,208182
92954,220700
92955,38415
92956,55232
92957,74551
92958,254335
92959,14316
92960,105459
92961,281539
92962,70031
92963,50089
92964,274161
92965,46901
92966,41856
92967,147604
92968,138676
92969,160390
92970,185422
92971,158619
92972,153333
92973,29192
92974,37731
92975,42215
92976,5079
92977,40141
92978,112963
92979,241432
92980,11396
92981,149912
92982,5413
92983,171549
92984,226410
92985,50850
92986,189914
92987,259756
92988,176827
92989,63120
92990,124001
92991,108595
92992,51016
92993,29065
92994,215042
92995,159067
92996,257994
92997,196945
92998,194468
92999,277102
93000,76958
93001,210348
93002,76450
93003,110187
93004,228691
93005,92086
93006,20547
93007,248939
93008,185946
93009,240897
93010,209939
93011,67835
93012,112770
93013,234975
93014,163313
93015,24676
93016,116398
93017,200576
93018,176129
93019,262691
93020,108308
93021,70383
93022,58429
93023,57389
93024,104670
93025,67
93026,240064
93027,17461
93028,24344
93029,165659
93030,241918
93031,18672
93032,272395
93033,61569
93034,140445
93035,114854
93036,64462
93037,236233
93038,113558
93039,75609
93040,15675
93041,227460
93042,120812
93043,210723
93044,227728
93045,121588
93046,183839
93047,203249
93048,178864
93049,92808
93050,240139
93051,13305
93052,203233
93053,202318
93054,48233
93055,228039
93056,272559
93057,21922
93058,144105
93059,219815
93060,56708
93061,159317
93062,36161
93063,275262
93064,191993
93065,255770
93066,155883
93067,79782
93068,263490
93069,253322
93070,26147
93071,180722
93072,13808
93073,231874
93074,275941
93075,155300
93076,254399
93077,81167
93078,271933
93079,271551
93080,174425
93081,62434
93082,32348
93083,43219
93084,172114
93085,175310
93086,61551
93087,244396
93088,173737
93089,232207
93090,22976
93091,158663
93092,221318
93093,86719
93094,208708
93095,28019
93096,278630
93097,150235
93098,202360
93099,198914
93100,174258
93101,122262
93102,38120
93103,255720
93104,93726
93105,136872
93106,160560
93107,102549
93108,73461
93109,210894
93110,122380
93111,154686
93112,192459
93113,142540
93114,231336
93115,109741
93116,105413
93117,38309
93118,15804
93119,257394
93120,182785
93121,225064
93122,270314
93123,158904
93124,271102
93125,105838
93126,135924
93127,19736
93128,229865
93129,16849
93130,267020
93131,232521
93132,126583
93133,11455
93134,93957
93135,214982
93136,61146
93137,55317
93138,252553
93139,233002
93140,59476
93141,51454
93142,105203
93143,224093
93144,209457
93145,243420
93146,123301
93147,45849
93148,277833
93149,118192
93150,208608
93151,69333
93152,7952
93153,266508
93154,220999
93155,46201
93156,212564
93157,31795
93158,90239
93159,266322
93160,201148
93161,274681
93162,275088
93163,52043
93164,189227
93165,925
93166,134545
93167,3424
93168,168026
93169,279634
93170,212027
93171,158618
93172,71046
93173,127586
93174,36846
93175,263960
93176,134545
93177,156120
93178,69662
93179,118335
93180,244459
93181,225837
93182,147588
93183,118099
93184,240376
93185,207837
93186,248766
93187,276110
93188,8166
93189,258791
93190,264476
93191,119654
93192,110236
93193,92994
93194,28395
93195,57156
93196,186711
93197,94289
93198,251427
93199,258795
93200,262600
93201,171138
93202,244415
93203,63906
93204,251775
93205,94942
93206,170793
93207,245709
93208,167494
93209,239256
93210,212138
93211,269790
93212,236417
93213,180303
93214,189063
93215,109059
93216,259099
93217,272060
93218,114532
93219,97256
93220,165692
93221,19142
93222,91466
93223,133988
93224,276790
93225,110931
93226,165836
93227,25090
93228,121676
93229,277562
93230,251754
93231,51871
93232,67380
93233,193608
93234,265462
93235,65006
93236,62002
93237,20123
93238,28659
93239,69398
93240,142868
93241,38185
93242,112100
93243,209259
93244,251968
93245,183175
93246,131881
93247,189937
93248,279527
93249,252139
93250,10697
93251,152581
93252,94474
93253,231250
93254,88808
93255,142715
93256,276786
93257,105929
93258,146399
93259,112071
93260,161851
93261,170968
93262,265523
93263,164933
93264,40342
93265,85523
93266,63158
93267,223309
93268,191089
93269,10950
93270,89024
93271,248025
93272,132856
93273,172502
93274,99735
93275,191435
93276,167400
93277,62381
93278,137199
93279,27554
93280,78810
93281,226908
93282,95486
93283,31066
93284,123079
93285,254858
93286,154409
93287,210834
93288,42500
93289,110945
93290,125091
93291,56300
93292,173100
93293,220885
93294,83944
93295,247899
93296,194680
93297,171378
93298,54069
93299,113840
93300,148745
93301,133353
93302,259853
93303,45165
93304,261648
93305,186664
93306,267407
93307,208985
93308,73303
93309,58876
93310,208223
93311,88260
93312,50596
93313,141695
93314,45490
93315,15882
93316,3556
93317,14623
93318,190810
93319,136087
93320,248847
93321,143441
93322,146794
93323,247517
93324,74040
93325,184423
93326,97781
93327,113202
93328,155178
93329,105653
93330,52429
93331,198765
93332,210118
93333,90814
93334,280122
93335,12296
93336,113772
93337,32216
93338,207879
93339,31683
93340,202443
93341,233308
93342,108893
93343,246510
93344,89703
93345,56758
93346,232284
93347,173254
93348,129581
93349,12888
93350,3200
93351,104399
93352,18068
93353,196203
93354,245166
93355,239861
93356,572
93357,205775
93358,48257
93359,201637
93360,66842
93361,256360
93362,257429
93363,210408
93364,32698
93365,260644
93366,98102
93367,140947
93368,104689
93369,230871
93370,223336
93371,161669
93372,257428
93373,198296
93374,135665
93375,17652
93376,237721
93377,43242
93378,205817
93379,190686
93380,141928
93381,211147
93382,1551
93383,186997
93384,129102
93385,42924
93386,52388
93387,92138
93388,173940
93389,215777
93390,173077
93391,170653
93392,152330
93393,227741
93394,280449
93395,50747
93396,66961
93397,275652
93398,46007
93399,135039
93400,242811
93401,269345
93402,209734
93403,87533
93404,234528
93405,222755
93406,62956
93407,238185
93408,25100
93409,155117
93410,224949
93411,6116
93412,31300
93413,16917
93414,24926
93415,6935
93416,252646
93417,2794
93418,246427
93419,127820
93420,29594
93421,214928
93422,116422
93423,178169
93424,108121
93425,107445
93426,86366
93427,146046
93428,247575
93429,234738
93430,166558
93431,169071
93432,176202
93433,101565
93434,272038
93435,28489
93436,172939
93437,7655
93438,91657
93439,164485
93440,244334
93441,198477
93442,172245
93443,12068
93444,203874
93445,196033
93446,117381
93447,108687
93448,164076
93449,208656
93450,76675
93451,130884
93452,186733
93453,116097
93454,197556
93455,216810
93456,34268
93457,149390
93458,236624
93459,47725
93460,225902
93461,111186
93462,78285
93463,118205
93464,68307
93465,176505
93466,21666
93467,268490
93468,29375
93469,255050
93470,165660
93471,139260
93472,144227
93473,39030
93474,42347
93475,157164
93476,28138
93477,194420
93478,213102
93479,91554
93480,238911
93481,74903
93482,120489
93483,145914
93484,190548
93485,212211
93486,157858
93487,260189
93488,99312
93489,119572
93490,215770
93491,107147
93492,157447
93493,28985
93494,274780
93495,112380
93496,242759
93497,134813
93498,26121
93499,30621
93500,36626
93501,147733
93502,175705
93503,265769
93504,254033
93505,78693
93506,281897
93507,261794
93508,267199
93509,180218
93510,90029
93511,39226
93512,194380
93513,182372
93514,3790
93515,87468
93516,196046
93517,199102
93518,39097
93519,95831
93520,8357
93521,244099
93522,143779
93523,257803
93524,244569
93525,4636
93526,183232
93527,131201
93528,264746
93529,280253
93530,221039
93531,106484
93532,21541
93533,26236
93534,5210
93535,100960
93536,79575
93537,8818
93538,200925
93539,166507
93540,71300
93541,104105
93542,276240
93543,206809
93544,239961
93545,80275
93546,96614
93547,110802
93548,12760
93549,96925
93550,85312
93551,143253
93552,128070
93553,57111
93554,259997
93555,86063
93556,238937
93557,59918
93558,8939
93559,11564
93560,133471
93561,51045
93562,201447
93563,180061
93564,271263
93565,160382
93566,20827
93567,156867
93568,231632
93569,186146
93570,21426
93571,157706
93572,145325
93573,190824
93574,169809
93575,115423
93576,100820
93577,168276
93578,163520
93579,73021
93580,129893
93581,81869
93582,264395
93583,85573
93584,222352
93585,163013
93586,238646
93587,254420
93588,18768
93589,173157
93590,199563
93591,55223
93592,266333
93593,151991
93594,12596
93595,242144
93596,123292
93597,240550
93598,66350
93599,232829
93600,159640
93601,54033
93602,196320
93603,241944
93604,172665
93605,9561
93606,112242
93607,40293
93608,13069
93609,227961
93610,24067
93611,89149
93612,159066
93613,234087
93614,70771
93615,81088
93616,27642
93617,91796
93618,1455
93619,69971
93620,30693
93621,7382
93622,20010
93623,130481
93624,145070
93625,134355
93626,52101
93627,237580
93628,171115
93629,38562
93630,258086
93631,276574
93632,167499
93633,202509
93634,40163
93635,33210
93636,255439
93637,68479
93638,15806
93639,164633
93640,206940
93641,179017
93642,198106
93643,259599
93644,143134
93645,263478
93646,269491
93647,172769
93648,7280
93649,156847
93650,28445
93651,78763
93652,243484
93653,37283
93654,70197
93655,238260
93656,152827
93657,114802
93658,8117
93659,276584
93660,145295
93661,88574
93662,116135
93663,157917
93664,264062
93665,25368
93666,120831
93667,36301
93668,115653
93669,268451
93670,169691
93671,61976
93672,200720
93673,74880
93674,133231
93675,192436
93676,41763
93677,95315
93678,263209
93679,15373
93680,255100
93681,22327
93682,230944
93683,86308
93684,247437
93685,197252
93686,58355
93687,166847
93688,256852
93689,148894
93690,84563
93691,129317
93692,236630
93693,151660
93694,125164
93695,57631
93696,219919
93697,76887
93698,245256
93699,12216
93700,243403
93701,171806
93702,252238
93703,169311
93704,164035
93705,73449
93706,66053
93707,31975
93708,110937
93709,178893
93710,8035
93711,275959
93712,223823
93713,124816
93714,111513
93715,199353
93716,25358
93717,244338
93718,33778
93719,159272
93720,136463
93721,31623
93722,197786
93723,272200
93724,197818
93725,259
93726,30560
93727,180639
93728,269046
93729,194
93730,49456
93731,11752
93732,268730
93733,130238
93734,244235
93735,90065
93736,121136
93737,147812
93738,270714
93739,277853
93740,121145
93741,255074
93742,16586
93743,221451
93744,169785
93745,264352
93746,164218
93747,46354
93748,16081
93749,239889
93750,95930
93751,30896
93752,259696
93753,164456
93754,146953
93755,278805
93756,116018
93757,229112
93758,182502
93759,208890
93760,60079
93761,170472
93762,182806
93763,13214
93764,89357
93765,38340
93766,224620
93767,135498
93768,10640
93769,268796
93770,122199
93771,232616
93772,136628
93773,120766
93774,73674
93775,13988
93776,127369
93777,59560
93778,88510
93779,274261
93780,137506
93781,129227
93782,225495
93783,124082
93784,60750
93785,183530
93786,20075
93787,5740
93788,11482
93789,225643
93790,251888
93791,53917
93792,174545
93793,244613
93794,175385
93795,15209
93796,256642
93797,120791
93798,68
93799,22137
93800,115766
93801,227282
93802,241575
93803,28085
93804,140630
93805,119228
93806,1042
93807,37672
93808,63875
93809,114607
93810,68874
93811,239884
93812,214740
93813,95609
93814,61247
93815,99152
93816,36251
93817,6790
93818,246813
93819,205650
93820,179362
93821,71326
93822,271359
93823,69955
93824,156407
93825,197355
93826,96456
93827,272386
93828,275909
93829,233033
93830,143541
93831,231057
93832,22425
93833,176594
93834,93284
93835,274815
93836,229864
93837,232177
93838,105834
93839,210864
93840,11768
93841,29601
93842,146699
93843,1475
93844,12045
93845,195331
93846,15948
93847,243287
93848,131598
93849,59168
93850,257281
93851,269024
93852,114448
93853,79224
93854,125300
93855,269538
93856,146337
93857,15907
93858,7035
93859,61544
93860,198400
93861,252489
93862,135717
93863,61314
93864,42022
93865,57994
93866,38440
93867,29464
93868,181067
93869,98632
93870,32943
93871,215549
93872,232200
93873,108375
93874,101787
93875,10802
93876,120415
93877,274480
93878,233762
93879,58491
93880,144277
93881,99415
93882,62750
93883,183097
93884,13970
93885,54486
93886,912
93887,230091
93888,174132
93889,63199
93890,148821
93891,16324
93892,120365
93893,4737
93894,112006
93895,14517
93896,239799
93897,28585
93898,179819
93899,173050
93900,59830
93901,56803
93902,169029
93903,123516
93904,93315
93905,155954
93906,73801
93907,13384
93908,74555
93909,271094
93910,81973
93911,73708
93912,20684
93913,79384
93914,90105
93915,75801
93916,75580
93917,253542
93918,233366
93919,232789
93920,46323
93921,248433
93922,139387
93923,264092
93924,117209
93925,92114
93926,72954
93927,143513
93928,109760
93929,67974
93930,150411
93931,103410
93932,141487
93933,242930
93934,276945
93935,54563
93936,181372
93937,272961
93938,104136
93939,47926
93940,231835
93941,177649
93942,26894
93943,100645
93944,25700
93945,192839
93946,33594
93947,215024
93948,56154
93949,194056
93950,108599
93951,106850
93952,214906
93953,216285
93954,107797
93955,12891
93956,163968
93957,24688
93958,218716
93959,238363
93960,171297
93961,19709
93962,209776
93963,164533
93964,8629
93965,5663
93966,83615
93967,64228
93968,90848
93969,189975
93970,193838
93971,217443
93972,198897
93973,48547
93974,268562
93975,52516
93976,221628
93977,80938
93978,205589
93979,197084
93980,247453
93981,81309
93982,280177
93983,31224
93984,194118
93985,167759
93986,3957
93987,63287
93988,101690
93989,145863
93990,102782
93991,153529
93992,193822
93993,140370
93994,193887
93995,23012
93996,105587
93997,217643
93998,240306
93999,80441
94000,203133
94001,158094
94002,237904
94003,59135
94004,195281
94005,32382
94006,41685
94007,209371
94008,160260
94009,130452
94010,109672
94011,200944
94012,49112
94013,158365
94014,143591
94015,67578
94016,122906
94017,274972
94018,11814
94019,34402
94020,98164
94021,130229
94022,201268
94023,6193
94024,124256
94025,269132
94026,193290
94027,222009
94028,240698
94029,169782
94030,62367
94031,173251
94032,242346
94033,51629
94034,208654
94035,166636
94036,179553
94037,179626
94038,228372
94039,29638
94040,5233
94041,4499
94042,263278
94043,74251
94044,5260
94045,249801
94046,177273
94047,75673
94048,45043
94049,19555
94050,262572
94051,273607
94052,251128
94053,101294
94054,35474
94055,181533
94056,224282
94057,268597
94058,216628
94059,6564
94060,256200
94061,177992
94062,172338
94063,45869
94064,37872
94065,258063
94066,207802
94067,89782
94068,124789
94069,21188
94070,36339
94071,66581
94072,59603
94073,211438
94074,49624
94075,84824
94076,77444
94077,267010
94078,49792
94079,4920
94080,177439
94081,228723
94082,239206
94083,236173
94084,146409
94085,139360
94086,142584
94087,237402
94088,202412
94089,276485
94090,241647
94091,42827
94092,216879
94093,106198
94094,216848
94095,36085
94096,145266
94097,103590
94098,78974
94099,133318
94100,36861
94101,221288
94102,128226
94103,58346
94104,106138
94105,244283
94106,19751
94107,184813
94108,155906
94109,80714
94110,134129
94111,280328
94112,256335
94113,222042
94114,74051
94115,236553
94116,63974
94117,63677
94118,40829
94119,81280
94120,136982
94121,251085
94122,141541
94123,80361
94124,230326
94125,142087
94126,19765
94127,147994
94128,67206
94129,195001
94130,75867
94131,28953
94132,106733
94133,271417
94134,2757
94135,199509
94136,152709
94137,163801
94138,58890
94139,78938
94140,244683
94141,146771
94142,125743
94143,82015
94144,118879
94145,208991
94146,96385
94147,112962
94148,167846
94149,105503
94150,56744
94151,33281
94152,89344
94153,261039
94154,195407
94155,200650
94156,174522
94157,147933
94158,131219
94159,106240
94160,135981
94161,224949
94162,259112
94163,217272
94164,263916
94165,258697
94166,149327
94167,206454
94168,152098
94169,212337
94170,252054
94171,222863
94172,31315
94173,180077
94174,144987
94175,156805
94176,60870
94177,14471
94178,28939
94179,137487
94180,208126
94181,144011
94182,231707
94183,31528
94184,146343
94185,127877
94186,3650
94187,248039
94188,255601
94189,269550
94190,17803
94191,238765
94192,198584
94193,85887
94194,128969
94195,92970
94196,96617
94197,70890
94198,223977
94199,186703
94200,140690
94201,117950
94202,140347
94203,114775
94204,216025
94205,251094
94206,142323
94207,231047
94208,39122
94209,153684
94210,269932
94211,124885
94212,5236
94213,141532
94214,234250
94215,235688
94216,134868
94217,156574
94218,66168
94219,249913
94220,87424
94221,135866
94222,77055
94223,112248
94224,71408
94225,163438
94226,272775
94227,242045
94228,273447
94229,220753
94230,236937
94231,123264
94232,118782
94233,107554
94234,2788
94235,147157
94236,71871
94237,63734
94238,55356
94239,50034
94240,247150
94241,113593
94242,44614
94243,220263
94244,162447
94245,76006
94246,186013
94247,34950
94248,194559
94249,150463
94250,1780
94251,191424
94252,238981
94253,171362
94254,243694
94255,228244
94256,19193
94257,248803
94258,146991
94259,107343
94260,281526
94261,26145
94262,57147
94263,64366
94264,123262
94265,271200
94266,106860
94267,167483
94268,126641
94269,221780
94270,196489
94271,231057
94272,98682
94273,247139
94274,225149
94275,247700
94276,148284
94277,54815
94278,13165
94279,241750
94280,44997
94281,118110
94282,68329
94283,217302
94284,121457
94285,117153
94286,166980
94287,180132
94288,161222
94289,88402
94290,213053
94291,16461
94292,48566
94293,83886
94294,106772
94295,169275
94296,165382
94297,271691
94298,215063
94299,10650
94300,71692
